state,candidate,total_votes,party,Election Year
South Carolina,Hillary Clinton,1960,Democrat,2016
South Carolina,Bernie Sanders,1460,Democrat,2016
South Carolina,Hillary Clinton,11819,Democrat,2016
South Carolina,Bernie Sanders,1988,Democrat,2016
South Carolina,Hillary Clinton,2499,Democrat,2016
South Carolina,Bernie Sanders,12318,Democrat,2016
South Carolina,Hillary Clinton,39243,Democrat,2016
South Carolina,Bernie Sanders,192,Democrat,2016
South Carolina,Hillary Clinton,1023,Democrat,2016
South Carolina,Bernie Sanders,4447,Democrat,2016
South Carolina,Hillary Clinton,10662,Democrat,2016
South Carolina,Bernie Sanders,1441,Democrat,2016
South Carolina,Hillary Clinton,9816,Democrat,2016
South Carolina,Bernie Sanders,332,Democrat,2016
South Carolina,Hillary Clinton,1690,Democrat,2016
South Carolina,Bernie Sanders,557,Democrat,2016
South Carolina,Hillary Clinton,4609,Democrat,2016
South Carolina,Bernie Sanders,5058,Democrat,2016
South Carolina,Hillary Clinton,8895,Democrat,2016
South Carolina,Ben Carson,305,Republican,2016
South Carolina,Donald Trump,1353,Republican,2016
South Carolina,Jeb Bush,236,Republican,2016
South Carolina,John Kasich,157,Republican,2016
South Carolina,Marco Rubio,740,Republican,2016
South Carolina,Ted Cruz,876,Republican,2016
South Carolina,Ben Carson,2613,Republican,2016
South Carolina,Donald Trump,9027,Republican,2016
South Carolina,Jeb Bush,1207,Republican,2016
South Carolina,John Kasich,1904,Republican,2016
South Carolina,Marco Rubio,6804,Republican,2016
South Carolina,Ted Cruz,7036,Republican,2016
South Carolina,Ben Carson,32,Republican,2016
South Carolina,Donald Trump,160,Republican,2016
South Carolina,Jeb Bush,21,Republican,2016
South Carolina,John Kasich,12,Republican,2016
South Carolina,Marco Rubio,92,Republican,2016
South Carolina,Ted Cruz,44,Republican,2016
South Carolina,Ben Carson,2959,Republican,2016
South Carolina,Donald Trump,10953,Republican,2016
South Carolina,Jeb Bush,2411,Republican,2016
South Carolina,John Kasich,2038,Republican,2016
South Carolina,Marco Rubio,7175,Republican,2016
South Carolina,Ted Cruz,8750,Republican,2016
South Carolina,Ben Carson,78,Republican,2016
South Carolina,Donald Trump,481,Republican,2016
South Carolina,Jeb Bush,58,Republican,2016
South Carolina,John Kasich,57,Republican,2016
South Carolina,Marco Rubio,333,Republican,2016
South Carolina,Ted Cruz,193,Republican,2016
South Carolina,Ben Carson,171,Republican,2016
South Carolina,Donald Trump,1106,Republican,2016
South Carolina,Jeb Bush,129,Republican,2016
South Carolina,John Kasich,91,Republican,2016
South Carolina,Marco Rubio,575,Republican,2016
South Carolina,Ted Cruz,516,Republican,2016
South Carolina,Ben Carson,1095,Republican,2016
South Carolina,Donald Trump,9912,Republican,2016
South Carolina,Jeb Bush,2185,Republican,2016
South Carolina,John Kasich,6245,Republican,2016
South Carolina,Marco Rubio,9126,Republican,2016
South Carolina,Ted Cruz,4407,Republican,2016
South Carolina,Ben Carson,1641,Republican,2016
South Carolina,Donald Trump,9406,Republican,2016
South Carolina,Jeb Bush,2662,Republican,2016
South Carolina,John Kasich,1555,Republican,2016
South Carolina,Marco Rubio,6176,Republican,2016
South Carolina,Ted Cruz,6244,Republican,2016
South Carolina,Ben Carson,139,Republican,2016
South Carolina,Donald Trump,805,Republican,2016
South Carolina,Jeb Bush,250,Republican,2016
South Carolina,John Kasich,110,Republican,2016
South Carolina,Marco Rubio,421,Republican,2016
South Carolina,Ted Cruz,564,Republican,2016
South Carolina,Ben Carson,2467,Republican,2016
South Carolina,Donald Trump,14420,Republican,2016
South Carolina,Jeb Bush,6140,Republican,2016
South Carolina,John Kasich,7301,Republican,2016
South Carolina,Marco Rubio,15247,Republican,2016
South Carolina,Ted Cruz,9050,Republican,2016
South Carolina,Ben Carson,879,Republican,2016
South Carolina,Donald Trump,3616,Republican,2016
South Carolina,Jeb Bush,382,Republican,2016
South Carolina,John Kasich,308,Republican,2016
South Carolina,Marco Rubio,1449,Republican,2016
South Carolina,Ted Cruz,1978,Republican,2016
South Carolina,Ben Carson,284,Republican,2016
South Carolina,Donald Trump,1403,Republican,2016
South Carolina,Jeb Bush,126,Republican,2016
South Carolina,John Kasich,119,Republican,2016
South Carolina,Marco Rubio,553,Republican,2016
South Carolina,Ted Cruz,844,Republican,2016
South Carolina,Ben Carson,246,Republican,2016
South Carolina,Donald Trump,1806,Republican,2016
South Carolina,Jeb Bush,180,Republican,2016
South Carolina,John Kasich,139,Republican,2016
South Carolina,Marco Rubio,695,Republican,2016
South Carolina,Ted Cruz,1434,Republican,2016
South Carolina,Ben Carson,267,Republican,2016
South Carolina,Donald Trump,1601,Republican,2016
South Carolina,Jeb Bush,354,Republican,2016
South Carolina,John Kasich,243,Republican,2016
South Carolina,Marco Rubio,793,Republican,2016
South Carolina,Ted Cruz,1036,Republican,2016
South Carolina,Ben Carson,281,Republican,2016
South Carolina,Donald Trump,2326,Republican,2016
South Carolina,Jeb Bush,503,Republican,2016
South Carolina,John Kasich,223,Republican,2016
South Carolina,Marco Rubio,936,Republican,2016
South Carolina,Ted Cruz,1103,Republican,2016
South Carolina,Ben Carson,525,Republican,2016
South Carolina,Donald Trump,3352,Republican,2016
South Carolina,Jeb Bush,693,Republican,2016
South Carolina,John Kasich,328,Republican,2016
South Carolina,Marco Rubio,1387,Republican,2016
South Carolina,Ted Cruz,2594,Republican,2016
South Carolina,Ben Carson,112,Republican,2016
South Carolina,Donald Trump,972,Republican,2016
South Carolina,Jeb Bush,169,Republican,2016
South Carolina,John Kasich,65,Republican,2016
South Carolina,Marco Rubio,445,Republican,2016
South Carolina,Ted Cruz,912,Republican,2016
South Carolina,Ben Carson,1310,Republican,2016
South Carolina,Donald Trump,6949,Republican,2016
South Carolina,Jeb Bush,1951,Republican,2016
South Carolina,John Kasich,1418,Republican,2016
South Carolina,Marco Rubio,5244,Republican,2016
South Carolina,Ted Cruz,5199,Republican,2016
South Carolina,Ben Carson,326,Republican,2016
South Carolina,Donald Trump,1366,Republican,2016
South Carolina,Jeb Bush,116,Republican,2016
South Carolina,John Kasich,151,Republican,2016
South Carolina,Marco Rubio,900,Republican,2016
South Carolina,Ted Cruz,1148,Republican,2016
South Carolina,Ben Carson,145,Republican,2016
South Carolina,Donald Trump,919,Republican,2016
South Carolina,Jeb Bush,204,Republican,2016
South Carolina,John Kasich,164,Republican,2016
South Carolina,Marco Rubio,496,Republican,2016
South Carolina,Ted Cruz,631,Republican,2016
South Carolina,Ben Carson,1267,Republican,2016
South Carolina,Donald Trump,6004,Republican,2016
South Carolina,Jeb Bush,1462,Republican,2016
South Carolina,John Kasich,823,Republican,2016
South Carolina,Marco Rubio,3357,Republican,2016
South Carolina,Ted Cruz,5208,Republican,2016
South Carolina,Ben Carson,609,Republican,2016
South Carolina,Donald Trump,4620,Republican,2016
South Carolina,Jeb Bush,959,Republican,2016
South Carolina,John Kasich,1023,Republican,2016
South Carolina,Marco Rubio,2693,Republican,2016
South Carolina,Ted Cruz,1591,Republican,2016
South Carolina,Ben Carson,8036,Republican,2016
South Carolina,Donald Trump,24913,Republican,2016
South Carolina,Jeb Bush,6548,Republican,2016
South Carolina,John Kasich,7683,Republican,2016
South Carolina,Marco Rubio,22875,Republican,2016
South Carolina,Ted Cruz,22899,Republican,2016
South Carolina,Ben Carson,989,Republican,2016
South Carolina,Donald Trump,3029,Republican,2016
South Carolina,Jeb Bush,866,Republican,2016
South Carolina,John Kasich,697,Republican,2016
South Carolina,Marco Rubio,2543,Republican,2016
South Carolina,Ted Cruz,2408,Republican,2016
South Carolina,Ben Carson,92,Republican,2016
South Carolina,Donald Trump,721,Republican,2016
South Carolina,Jeb Bush,83,Republican,2016
South Carolina,John Kasich,88,Republican,2016
South Carolina,Marco Rubio,314,Republican,2016
South Carolina,Ted Cruz,365,Republican,2016
South Carolina,Ben Carson,2638,Republican,2016
South Carolina,Donald Trump,26445,Republican,2016
South Carolina,Jeb Bush,3161,Republican,2016
South Carolina,John Kasich,3430,Republican,2016
South Carolina,Marco Rubio,9605,Republican,2016
South Carolina,Ted Cruz,8496,Republican,2016
South Carolina,Ben Carson,157,Republican,2016
South Carolina,Donald Trump,1169,Republican,2016
South Carolina,Jeb Bush,119,Republican,2016
South Carolina,John Kasich,295,Republican,2016
South Carolina,Marco Rubio,695,Republican,2016
South Carolina,Ted Cruz,566,Republican,2016
South Carolina,Ben Carson,616,Republican,2016
South Carolina,Donald Trump,3673,Republican,2016
South Carolina,Jeb Bush,1150,Republican,2016
South Carolina,John Kasich,579,Republican,2016
South Carolina,Marco Rubio,1896,Republican,2016
South Carolina,Ted Cruz,2772,Republican,2016
South Carolina,Ben Carson,1136,Republican,2016
South Carolina,Donald Trump,4190,Republican,2016
South Carolina,Jeb Bush,561,Republican,2016
South Carolina,John Kasich,1047,Republican,2016
South Carolina,Marco Rubio,2754,Republican,2016
South Carolina,Ted Cruz,2689,Republican,2016
South Carolina,Ben Carson,791,Republican,2016
South Carolina,Donald Trump,3321,Republican,2016
South Carolina,Jeb Bush,765,Republican,2016
South Carolina,John Kasich,436,Republican,2016
South Carolina,Marco Rubio,1580,Republican,2016
South Carolina,Ted Cruz,2745,Republican,2016
South Carolina,Ben Carson,65,Republican,2016
South Carolina,Donald Trump,743,Republican,2016
South Carolina,Jeb Bush,152,Republican,2016
South Carolina,John Kasich,58,Republican,2016
South Carolina,Marco Rubio,195,Republican,2016
South Carolina,Ted Cruz,353,Republican,2016
South Carolina,Ben Carson,4847,Republican,2016
South Carolina,Donald Trump,16361,Republican,2016
South Carolina,Jeb Bush,5298,Republican,2016
South Carolina,John Kasich,3449,Republican,2016
South Carolina,Marco Rubio,11419,Republican,2016
South Carolina,Ted Cruz,13167,Republican,2016
South Carolina,Ben Carson,140,Republican,2016
South Carolina,Donald Trump,1206,Republican,2016
South Carolina,Jeb Bush,215,Republican,2016
South Carolina,John Kasich,100,Republican,2016
South Carolina,Marco Rubio,436,Republican,2016
South Carolina,Ted Cruz,740,Republican,2016
South Carolina,Ben Carson,128,Republican,2016
South Carolina,Donald Trump,737,Republican,2016
South Carolina,Jeb Bush,164,Republican,2016
South Carolina,John Kasich,57,Republican,2016
South Carolina,Marco Rubio,254,Republican,2016
South Carolina,Ted Cruz,409,Republican,2016
South Carolina,Ben Carson,106,Republican,2016
South Carolina,Donald Trump,615,Republican,2016
South Carolina,Jeb Bush,76,Republican,2016
South Carolina,John Kasich,180,Republican,2016
South Carolina,Marco Rubio,468,Republican,2016
South Carolina,Ted Cruz,371,Republican,2016
South Carolina,Ben Carson,518,Republican,2016
South Carolina,Donald Trump,2024,Republican,2016
South Carolina,Jeb Bush,607,Republican,2016
South Carolina,John Kasich,337,Republican,2016
South Carolina,Marco Rubio,1146,Republican,2016
South Carolina,Ted Cruz,1251,Republican,2016
South Carolina,Ben Carson,1123,Republican,2016
South Carolina,Donald Trump,4424,Republican,2016
South Carolina,Jeb Bush,1391,Republican,2016
South Carolina,John Kasich,1477,Republican,2016
South Carolina,Marco Rubio,4002,Republican,2016
South Carolina,Ted Cruz,3164,Republican,2016
South Carolina,Ben Carson,404,Republican,2016
South Carolina,Donald Trump,2536,Republican,2016
South Carolina,Jeb Bush,779,Republican,2016
South Carolina,John Kasich,353,Republican,2016
South Carolina,Marco Rubio,1305,Republican,2016
South Carolina,Ted Cruz,1303,Republican,2016
South Carolina,Ben Carson,1714,Republican,2016
South Carolina,Donald Trump,7136,Republican,2016
South Carolina,Jeb Bush,2033,Republican,2016
South Carolina,John Kasich,1448,Republican,2016
South Carolina,Marco Rubio,4961,Republican,2016
South Carolina,Ted Cruz,6393,Republican,2016
South Carolina,Ben Carson,2633,Republican,2016
South Carolina,Donald Trump,9172,Republican,2016
South Carolina,Jeb Bush,4484,Republican,2016
South Carolina,John Kasich,4051,Republican,2016
South Carolina,Marco Rubio,10955,Republican,2016
South Carolina,Ted Cruz,7964,Republican,2016
South Carolina,Ben Carson,295,Republican,2016
South Carolina,Donald Trump,1248,Republican,2016
South Carolina,Jeb Bush,382,Republican,2016
South Carolina,John Kasich,156,Republican,2016
South Carolina,Marco Rubio,553,Republican,2016
South Carolina,Ted Cruz,797,Republican,2016
South Carolina,Ben Carson,4036,Republican,2016
South Carolina,Donald Trump,15249,Republican,2016
South Carolina,Jeb Bush,2744,Republican,2016
South Carolina,John Kasich,2457,Republican,2016
South Carolina,Marco Rubio,10691,Republican,2016
South Carolina,Ted Cruz,11478,Republican,2016
South Carolina,Ben Carson,817,Republican,2016
South Carolina,Donald Trump,3762,Republican,2016
South Carolina,Jeb Bush,1352,Republican,2016
South Carolina,John Kasich,532,Republican,2016
South Carolina,Marco Rubio,2236,Republican,2016
South Carolina,Ted Cruz,2474,Republican,2016
South Carolina,Ben Carson,189,Republican,2016
South Carolina,Donald Trump,1403,Republican,2016
South Carolina,Jeb Bush,269,Republican,2016
South Carolina,John Kasich,114,Republican,2016
South Carolina,Marco Rubio,752,Republican,2016
South Carolina,Ted Cruz,884,Republican,2016
South Carolina,Ben Carson,152,Republican,2016
South Carolina,Donald Trump,1186,Republican,2016
South Carolina,Jeb Bush,230,Republican,2016
South Carolina,John Kasich,76,Republican,2016
South Carolina,Marco Rubio,520,Republican,2016
South Carolina,Ted Cruz,575,Republican,2016
South Carolina,Ben Carson,3953,Republican,2016
South Carolina,Donald Trump,12031,Republican,2016
South Carolina,Jeb Bush,2036,Republican,2016
South Carolina,John Kasich,2632,Republican,2016
South Carolina,Marco Rubio,8089,Republican,2016
South Carolina,Ted Cruz,9169,Republican,2016
South Dakota,Bernie Sanders,132,Democrat,2016
South Dakota,Hillary Clinton,150,Democrat,2016
South Dakota,Bernie Sanders,373,Democrat,2016
South Dakota,Hillary Clinton,501,Democrat,2016
South Dakota,Bernie Sanders,95,Democrat,2016
South Dakota,Hillary Clinton,74,Democrat,2016
South Dakota,Bernie Sanders,197,Democrat,2016
South Dakota,Hillary Clinton,225,Democrat,2016
South Dakota,Bernie Sanders,901,Democrat,2016
South Dakota,Hillary Clinton,955,Democrat,2016
South Dakota,Bernie Sanders,1138,Democrat,2016
South Dakota,Hillary Clinton,1369,Democrat,2016
South Dakota,Bernie Sanders,219,Democrat,2016
South Dakota,Hillary Clinton,182,Democrat,2016
South Dakota,Bernie Sanders,71,Democrat,2016
South Dakota,Hillary Clinton,110,Democrat,2016
South Dakota,Bernie Sanders,284,Democrat,2016
South Dakota,Hillary Clinton,167,Democrat,2016
South Dakota,Bernie Sanders,26,Democrat,2016
South Dakota,Hillary Clinton,20,Democrat,2016
South Dakota,Bernie Sanders,277,Democrat,2016
South Dakota,Hillary Clinton,293,Democrat,2016
South Dakota,Bernie Sanders,86,Democrat,2016
South Dakota,Hillary Clinton,112,Democrat,2016
South Dakota,Bernie Sanders,609,Democrat,2016
South Dakota,Hillary Clinton,623,Democrat,2016
South Dakota,Bernie Sanders,645,Democrat,2016
South Dakota,Hillary Clinton,828,Democrat,2016
South Dakota,Bernie Sanders,148,Democrat,2016
South Dakota,Hillary Clinton,115,Democrat,2016
South Dakota,Bernie Sanders,276,Democrat,2016
South Dakota,Hillary Clinton,245,Democrat,2016
South Dakota,Bernie Sanders,440,Democrat,2016
South Dakota,Hillary Clinton,542,Democrat,2016
South Dakota,Bernie Sanders,203,Democrat,2016
South Dakota,Hillary Clinton,343,Democrat,2016
South Dakota,Bernie Sanders,111,Democrat,2016
South Dakota,Hillary Clinton,162,Democrat,2016
South Dakota,Bernie Sanders,342,Democrat,2016
South Dakota,Hillary Clinton,181,Democrat,2016
South Dakota,Bernie Sanders,37,Democrat,2016
South Dakota,Hillary Clinton,48,Democrat,2016
South Dakota,Bernie Sanders,155,Democrat,2016
South Dakota,Hillary Clinton,170,Democrat,2016
South Dakota,Bernie Sanders,304,Democrat,2016
South Dakota,Hillary Clinton,207,Democrat,2016
South Dakota,Bernie Sanders,78,Democrat,2016
South Dakota,Hillary Clinton,86,Democrat,2016
South Dakota,Bernie Sanders,419,Democrat,2016
South Dakota,Hillary Clinton,528,Democrat,2016
South Dakota,Bernie Sanders,164,Democrat,2016
South Dakota,Hillary Clinton,179,Democrat,2016
South Dakota,Bernie Sanders,53,Democrat,2016
South Dakota,Hillary Clinton,23,Democrat,2016
South Dakota,Bernie Sanders,125,Democrat,2016
South Dakota,Hillary Clinton,181,Democrat,2016
South Dakota,Bernie Sanders,98,Democrat,2016
South Dakota,Hillary Clinton,105,Democrat,2016
South Dakota,Bernie Sanders,83,Democrat,2016
South Dakota,Hillary Clinton,97,Democrat,2016
South Dakota,Bernie Sanders,40,Democrat,2016
South Dakota,Hillary Clinton,14,Democrat,2016
South Dakota,Bernie Sanders,489,Democrat,2016
South Dakota,Hillary Clinton,528,Democrat,2016
South Dakota,Bernie Sanders,125,Democrat,2016
South Dakota,Hillary Clinton,151,Democrat,2016
South Dakota,Bernie Sanders,26,Democrat,2016
South Dakota,Hillary Clinton,40,Democrat,2016
South Dakota,Bernie Sanders,69,Democrat,2016
South Dakota,Hillary Clinton,59,Democrat,2016
South Dakota,Bernie Sanders,65,Democrat,2016
South Dakota,Hillary Clinton,96,Democrat,2016
South Dakota,Bernie Sanders,31,Democrat,2016
South Dakota,Hillary Clinton,20,Democrat,2016
South Dakota,Bernie Sanders,164,Democrat,2016
South Dakota,Hillary Clinton,201,Democrat,2016
South Dakota,Bernie Sanders,456,Democrat,2016
South Dakota,Hillary Clinton,484,Democrat,2016
South Dakota,Bernie Sanders,941,Democrat,2016
South Dakota,Hillary Clinton,705,Democrat,2016
South Dakota,Bernie Sanders,1152,Democrat,2016
South Dakota,Hillary Clinton,1436,Democrat,2016
South Dakota,Bernie Sanders,115,Democrat,2016
South Dakota,Hillary Clinton,115,Democrat,2016
South Dakota,Bernie Sanders,169,Democrat,2016
South Dakota,Hillary Clinton,287,Democrat,2016
South Dakota,Bernie Sanders,132,Democrat,2016
South Dakota,Hillary Clinton,214,Democrat,2016
South Dakota,Bernie Sanders,46,Democrat,2016
South Dakota,Hillary Clinton,47,Democrat,2016
South Dakota,Bernie Sanders,696,Democrat,2016
South Dakota,Hillary Clinton,530,Democrat,2016
South Dakota,Bernie Sanders,76,Democrat,2016
South Dakota,Hillary Clinton,50,Democrat,2016
South Dakota,Bernie Sanders,84,Democrat,2016
South Dakota,Hillary Clinton,109,Democrat,2016
South Dakota,Bernie Sanders,5290,Democrat,2016
South Dakota,Hillary Clinton,6018,Democrat,2016
South Dakota,Bernie Sanders,207,Democrat,2016
South Dakota,Hillary Clinton,262,Democrat,2016
South Dakota,Bernie Sanders,574,Democrat,2016
South Dakota,Hillary Clinton,425,Democrat,2016
South Dakota,Bernie Sanders,3996,Democrat,2016
South Dakota,Hillary Clinton,3384,Democrat,2016
South Dakota,Bernie Sanders,93,Democrat,2016
South Dakota,Hillary Clinton,43,Democrat,2016
South Dakota,Bernie Sanders,54,Democrat,2016
South Dakota,Hillary Clinton,59,Democrat,2016
South Dakota,Bernie Sanders,397,Democrat,2016
South Dakota,Hillary Clinton,392,Democrat,2016
South Dakota,Bernie Sanders,45,Democrat,2016
South Dakota,Hillary Clinton,66,Democrat,2016
South Dakota,Bernie Sanders,201,Democrat,2016
South Dakota,Hillary Clinton,283,Democrat,2016
South Dakota,Bernie Sanders,102,Democrat,2016
South Dakota,Hillary Clinton,95,Democrat,2016
South Dakota,Bernie Sanders,51,Democrat,2016
South Dakota,Hillary Clinton,37,Democrat,2016
South Dakota,Bernie Sanders,524,Democrat,2016
South Dakota,Hillary Clinton,408,Democrat,2016
South Dakota,Bernie Sanders,147,Democrat,2016
South Dakota,Hillary Clinton,136,Democrat,2016
South Dakota,Bernie Sanders,178,Democrat,2016
South Dakota,Hillary Clinton,232,Democrat,2016
South Dakota,Bernie Sanders,306,Democrat,2016
South Dakota,Hillary Clinton,380,Democrat,2016
South Dakota,Bernie Sanders,116,Democrat,2016
South Dakota,Hillary Clinton,121,Democrat,2016
South Dakota,Bernie Sanders,580,Democrat,2016
South Dakota,Hillary Clinton,706,Democrat,2016
South Dakota,Bernie Sanders,132,Democrat,2016
South Dakota,Hillary Clinton,92,Democrat,2016
South Dakota,Donald Trump,136,Republican,2016
South Dakota,John Kasich,27,Republican,2016
South Dakota,Ted Cruz,50,Republican,2016
South Dakota,Donald Trump,454,Republican,2016
South Dakota,John Kasich,108,Republican,2016
South Dakota,Ted Cruz,140,Republican,2016
South Dakota,Donald Trump,179,Republican,2016
South Dakota,John Kasich,29,Republican,2016
South Dakota,Ted Cruz,30,Republican,2016
South Dakota,Donald Trump,343,Republican,2016
South Dakota,John Kasich,71,Republican,2016
South Dakota,Ted Cruz,94,Republican,2016
South Dakota,Donald Trump,915,Republican,2016
South Dakota,John Kasich,375,Republican,2016
South Dakota,Ted Cruz,319,Republican,2016
South Dakota,Donald Trump,1407,Republican,2016
South Dakota,John Kasich,371,Republican,2016
South Dakota,Ted Cruz,397,Republican,2016
South Dakota,Donald Trump,245,Republican,2016
South Dakota,John Kasich,58,Republican,2016
South Dakota,Ted Cruz,61,Republican,2016
South Dakota,Donald Trump,37,Republican,2016
South Dakota,John Kasich,5,Republican,2016
South Dakota,Ted Cruz,6,Republican,2016
South Dakota,Donald Trump,1074,Republican,2016
South Dakota,John Kasich,191,Republican,2016
South Dakota,Ted Cruz,246,Republican,2016
South Dakota,Donald Trump,355,Republican,2016
South Dakota,John Kasich,43,Republican,2016
South Dakota,Ted Cruz,52,Republican,2016
South Dakota,Donald Trump,404,Republican,2016
South Dakota,John Kasich,58,Republican,2016
South Dakota,Ted Cruz,113,Republican,2016
South Dakota,Donald Trump,179,Republican,2016
South Dakota,John Kasich,53,Republican,2016
South Dakota,Ted Cruz,50,Republican,2016
South Dakota,Donald Trump,320,Republican,2016
South Dakota,John Kasich,143,Republican,2016
South Dakota,Ted Cruz,102,Republican,2016
South Dakota,Donald Trump,1473,Republican,2016
South Dakota,John Kasich,381,Republican,2016
South Dakota,Ted Cruz,336,Republican,2016
South Dakota,Donald Trump,126,Republican,2016
South Dakota,John Kasich,15,Republican,2016
South Dakota,Ted Cruz,37,Republican,2016
South Dakota,Donald Trump,1068,Republican,2016
South Dakota,John Kasich,195,Republican,2016
South Dakota,Ted Cruz,226,Republican,2016
South Dakota,Donald Trump,808,Republican,2016
South Dakota,John Kasich,214,Republican,2016
South Dakota,Ted Cruz,163,Republican,2016
South Dakota,Donald Trump,249,Republican,2016
South Dakota,John Kasich,46,Republican,2016
South Dakota,Ted Cruz,48,Republican,2016
South Dakota,Donald Trump,141,Republican,2016
South Dakota,John Kasich,60,Republican,2016
South Dakota,Ted Cruz,59,Republican,2016
South Dakota,Donald Trump,178,Republican,2016
South Dakota,John Kasich,22,Republican,2016
South Dakota,Ted Cruz,32,Republican,2016
South Dakota,Donald Trump,262,Republican,2016
South Dakota,John Kasich,68,Republican,2016
South Dakota,Ted Cruz,82,Republican,2016
South Dakota,Donald Trump,426,Republican,2016
South Dakota,John Kasich,58,Republican,2016
South Dakota,Ted Cruz,75,Republican,2016
South Dakota,Donald Trump,923,Republican,2016
South Dakota,John Kasich,168,Republican,2016
South Dakota,Ted Cruz,211,Republican,2016
South Dakota,Donald Trump,216,Republican,2016
South Dakota,John Kasich,26,Republican,2016
South Dakota,Ted Cruz,53,Republican,2016
South Dakota,Donald Trump,850,Republican,2016
South Dakota,John Kasich,211,Republican,2016
South Dakota,Ted Cruz,188,Republican,2016
South Dakota,Donald Trump,341,Republican,2016
South Dakota,John Kasich,41,Republican,2016
South Dakota,Ted Cruz,60,Republican,2016
South Dakota,Donald Trump,397,Republican,2016
South Dakota,John Kasich,39,Republican,2016
South Dakota,Ted Cruz,58,Republican,2016
South Dakota,Donald Trump,489,Republican,2016
South Dakota,John Kasich,119,Republican,2016
South Dakota,Ted Cruz,196,Republican,2016
South Dakota,Donald Trump,385,Republican,2016
South Dakota,John Kasich,77,Republican,2016
South Dakota,Ted Cruz,93,Republican,2016
South Dakota,Donald Trump,305,Republican,2016
South Dakota,John Kasich,43,Republican,2016
South Dakota,Ted Cruz,63,Republican,2016
South Dakota,Donald Trump,298,Republican,2016
South Dakota,John Kasich,31,Republican,2016
South Dakota,Ted Cruz,56,Republican,2016
South Dakota,Donald Trump,1606,Republican,2016
South Dakota,John Kasich,601,Republican,2016
South Dakota,Ted Cruz,355,Republican,2016
South Dakota,Donald Trump,622,Republican,2016
South Dakota,John Kasich,150,Republican,2016
South Dakota,Ted Cruz,194,Republican,2016
South Dakota,Donald Trump,96,Republican,2016
South Dakota,John Kasich,15,Republican,2016
South Dakota,Ted Cruz,21,Republican,2016
South Dakota,Donald Trump,153,Republican,2016
South Dakota,John Kasich,32,Republican,2016
South Dakota,Ted Cruz,26,Republican,2016
South Dakota,Donald Trump,90,Republican,2016
South Dakota,John Kasich,30,Republican,2016
South Dakota,Ted Cruz,31,Republican,2016
South Dakota,Donald Trump,175,Republican,2016
South Dakota,John Kasich,28,Republican,2016
South Dakota,Ted Cruz,33,Republican,2016
South Dakota,Donald Trump,421,Republican,2016
South Dakota,John Kasich,117,Republican,2016
South Dakota,Ted Cruz,100,Republican,2016
South Dakota,Donald Trump,619,Republican,2016
South Dakota,John Kasich,171,Republican,2016
South Dakota,Ted Cruz,156,Republican,2016
South Dakota,Donald Trump,1801,Republican,2016
South Dakota,John Kasich,453,Republican,2016
South Dakota,Ted Cruz,372,Republican,2016
South Dakota,Donald Trump,1760,Republican,2016
South Dakota,John Kasich,523,Republican,2016
South Dakota,Ted Cruz,587,Republican,2016
South Dakota,Donald Trump,432,Republican,2016
South Dakota,John Kasich,75,Republican,2016
South Dakota,Ted Cruz,73,Republican,2016
South Dakota,Donald Trump,163,Republican,2016
South Dakota,John Kasich,60,Republican,2016
South Dakota,Ted Cruz,42,Republican,2016
South Dakota,Donald Trump,320,Republican,2016
South Dakota,John Kasich,80,Republican,2016
South Dakota,Ted Cruz,101,Republican,2016
South Dakota,Donald Trump,340,Republican,2016
South Dakota,John Kasich,74,Republican,2016
South Dakota,Ted Cruz,90,Republican,2016
South Dakota,Donald Trump,2204,Republican,2016
South Dakota,John Kasich,426,Republican,2016
South Dakota,Ted Cruz,498,Republican,2016
South Dakota,Donald Trump,87,Republican,2016
South Dakota,John Kasich,12,Republican,2016
South Dakota,Ted Cruz,8,Republican,2016
South Dakota,Donald Trump,98,Republican,2016
South Dakota,John Kasich,26,Republican,2016
South Dakota,Ted Cruz,29,Republican,2016
South Dakota,Donald Trump,5206,Republican,2016
South Dakota,John Kasich,1598,Republican,2016
South Dakota,Ted Cruz,1701,Republican,2016
South Dakota,Donald Trump,196,Republican,2016
South Dakota,John Kasich,52,Republican,2016
South Dakota,Ted Cruz,72,Republican,2016
South Dakota,Donald Trump,48,Republican,2016
South Dakota,John Kasich,17,Republican,2016
South Dakota,Ted Cruz,11,Republican,2016
South Dakota,Donald Trump,8162,Republican,2016
South Dakota,John Kasich,1800,Republican,2016
South Dakota,Ted Cruz,1929,Republican,2016
South Dakota,Donald Trump,441,Republican,2016
South Dakota,John Kasich,62,Republican,2016
South Dakota,Ted Cruz,108,Republican,2016
South Dakota,Donald Trump,579,Republican,2016
South Dakota,John Kasich,69,Republican,2016
South Dakota,Ted Cruz,108,Republican,2016
South Dakota,Donald Trump,286,Republican,2016
South Dakota,John Kasich,53,Republican,2016
South Dakota,Ted Cruz,61,Republican,2016
South Dakota,Donald Trump,122,Republican,2016
South Dakota,John Kasich,16,Republican,2016
South Dakota,Ted Cruz,28,Republican,2016
South Dakota,Donald Trump,302,Republican,2016
South Dakota,John Kasich,63,Republican,2016
South Dakota,Ted Cruz,82,Republican,2016
South Dakota,Donald Trump,352,Republican,2016
South Dakota,John Kasich,83,Republican,2016
South Dakota,Ted Cruz,45,Republican,2016
South Dakota,Donald Trump,133,Republican,2016
